customer_id,customer_name,city
307,Morgan Banerjee,Hyderabad
227,Phoenix Sinha,Mumbai
418,Taylor Bose,Hyderabad
390,Finley Reddy,Chennai
205,Jamie Verma,Chennai
223,Quinn Bose,Delhi
444,Adrian Iyer,Bangalore
262,Taylor Patel,Bangalore
419,Phoenix Sharma,Mumbai
376,Cameron Gupta,Chennai
168,Skyler Banerjee,Mumbai
551,Avery Reddy,Chennai
181,Logan Choudhury,Hyderabad
461,Drew Sinha,Hyderabad
105,Jamie Choudhury,Hyderabad
254,Jamie Sharma,Delhi
236,Morgan Banerjee,Mumbai
481,Harper Kapoor,Chennai
245,Sawyer Mehra,Chennai
205,Jamie Joshi,Chennai
359,Emerson Iyer,Mumbai
148,Adrian Bose,Chennai
123,Alex Reddy,Delhi
427,Quinn Kapoor,Bangalore
383,Robin Bose,Hyderabad
105,Morgan Sharma,Delhi
380,Jordan Choudhury,Chennai
399,Harper Kapoor,Bangalore
166,Jordan Iyer,Chennai
561,Jordan Banerjee,Chennai
208,Jamie Mehra,Mumbai
282,Harper Banerjee,Bangalore
599,Sawyer Verma,Delhi
574,Avery Choudhury,Delhi
600,Riley Banerjee,Bangalore
113,Riley Verma,Chennai
501,Parker Mishra,Delhi
237,Riley Mishra,Mumbai
296,Jordan Choudhury,Bangalore
214,Cameron Choudhury,Bangalore
280,Drew Choudhury,Delhi
215,Alex Joshi,Delhi
305,Reese Iyer,Mumbai
596,Quinn Reddy,Hyderabad
305,Jamie Choudhury,Hyderabad
270,Alex Sharma,Chennai
192,Phoenix Iyer,Mumbai
156,Sawyer Bose,Chennai
474,Reese Bose,Hyderabad
362,Morgan Bose,Hyderabad
198,Quinn Patel,Bangalore
101,Finley Banerjee,Hyderabad
452,Sage Verma,Delhi
287,Parker Sharma,Chennai
420,Reese Joshi,Mumbai
469,Drew Gupta,Chennai
442,Parker Reddy,Bangalore
457,Drew Gupta,Delhi
199,Parker Joshi,Bangalore
447,Sage Banerjee,Delhi
416,Phoenix Iyer,Bangalore
381,Alex Iyer,Chennai
208,Parker Mishra,Hyderabad
411,Adrian Reddy,Bangalore
327,Logan Joshi,Delhi
362,Emerson Mishra,Delhi
438,Taylor Iyer,Hyderabad
440,Adrian Sinha,Chennai
148,Avery Joshi,Chennai
216,Cameron Kapoor,Mumbai
124,Avery Nair,Hyderabad
536,Taylor Nair,Bangalore
554,Adrian Sinha,Delhi
468,Robin Bose,Bangalore
305,Avery Kapoor,Mumbai
558,Morgan Mishra,Bangalore
213,Riley Mishra,Hyderabad
338,Jordan Gupta,Delhi
570,Morgan Nair,Delhi
511,Logan Joshi,Hyderabad
387,Sawyer Reddy,Bangalore
414,Sage Banerjee,Hyderabad
319,Harper Nair,Delhi
481,Emerson Nair,Chennai
485,Avery Choudhury,Chennai
493,Finley Nair,Delhi
241,Logan Sharma,Chennai
221,Quinn Reddy,Chennai
558,Harper Sharma,Delhi
178,Avery Bose,Delhi
462,Cameron Sharma,Bangalore
309,Reese Gupta,Bangalore
313,Jordan Mehra,Bangalore
300,Phoenix Verma,Mumbai
539,Phoenix Bose,Bangalore
104,Skyler Iyer,Bangalore
537,Parker Gupta,Hyderabad
510,Sawyer Banerjee,Delhi
350,Avery Iyer,Bangalore
349,Alex Bose,Chennai
443,Jamie Mishra,Bangalore
471,Riley Choudhury,Bangalore
571,Casey Sinha,Hyderabad
114,Hayden Sinha,Hyderabad
440,Alex Sharma,Bangalore
170,Logan Kapoor,Mumbai
234,Hayden Reddy,Delhi
333,Reese Reddy,Bangalore
243,Parker Iyer,Mumbai
341,Alex Verma,Hyderabad
127,Skyler Mehra,Mumbai
500,Adrian Patel,Mumbai
587,Avery Mehra,Mumbai
419,Casey Mehra,Delhi
343,Jamie Sharma,Hyderabad
586,Cameron Nair,Chennai
493,Skyler Kapoor,Hyderabad
411,Sage Verma,Mumbai
499,Riley Iyer,Mumbai
397,Alex Banerjee,Chennai
395,Jamie Banerjee,Bangalore
304,Robin Mehra,Mumbai
404,Robin Choudhury,Delhi
153,Robin Mishra,Chennai
536,Jamie Sinha,Mumbai
508,Phoenix Mishra,Mumbai
278,Harper Bose,Chennai
136,Finley Joshi,Chennai
107,Parker Choudhury,Bangalore
155,Parker Reddy,Bangalore
463,Casey Bose,Delhi
476,Finley Joshi,Chennai
416,Harper Mishra,Bangalore
339,Parker Choudhury,Hyderabad
238,Reese Choudhury,Delhi
526,Taylor Iyer,Bangalore
225,Logan Sinha,Hyderabad
443,Hayden Reddy,Mumbai
354,Reese Kapoor,Bangalore
209,Skyler Mishra,Chennai
275,Quinn Banerjee,Hyderabad
460,Quinn Gupta,Mumbai
365,Cameron Sharma,Delhi
469,Parker Nair,Hyderabad
489,Avery Verma,Bangalore
431,Robin Nair,Bangalore
506,Alex Sharma,Chennai
214,Hayden Verma,Delhi
257,Jamie Sinha,Chennai
343,Harper Gupta,Chennai
318,Sage Gupta,Chennai
281,Robin Nair,Chennai
257,Quinn Mehra,Mumbai
470,Cameron Reddy,Mumbai
481,Harper Mishra,Delhi
199,Cameron Verma,Bangalore
242,Sage Sinha,Hyderabad
406,Drew Sharma,Delhi
252,Avery Reddy,Delhi
255,Alex Verma,Hyderabad
165,Quinn Patel,Mumbai
384,Drew Verma,Delhi
427,Emerson Sharma,Mumbai
394,Drew Nair,Bangalore
326,Reese Kapoor,Mumbai
230,Emerson Sharma,Mumbai
306,Emerson Sharma,Hyderabad
423,Jamie Patel,Delhi
177,Phoenix Iyer,Mumbai
228,Morgan Gupta,Bangalore
411,Sawyer Mishra,Hyderabad
216,Finley Bose,Bangalore
566,Logan Iyer,Hyderabad
320,Drew Sinha,Hyderabad
131,Sawyer Verma,Mumbai
586,Cameron Joshi,Delhi
236,Jamie Sharma,Delhi
223,Riley Gupta,Mumbai
181,Alex Bose,Bangalore
453,Sawyer Nair,Chennai
117,Avery Iyer,Chennai
460,Logan Sharma,Delhi
574,Quinn Mishra,Hyderabad
439,Cameron Bose,Mumbai
379,Avery Joshi,Delhi
566,Quinn Choudhury,Delhi
137,Jordan Kapoor,Chennai
405,Sage Choudhury,Hyderabad
572,Drew Nair,Mumbai
340,Robin Iyer,Bangalore
583,Quinn Gupta,Hyderabad
353,Logan Sharma,Hyderabad
121,Parker Verma,Chennai
410,Quinn Patel,Mumbai
218,Jamie Choudhury,Hyderabad
401,Alex Mishra,Chennai
396,Jordan Mishra,Delhi
341,Finley Joshi,Bangalore
570,Quinn Kapoor,Hyderabad
324,Adrian Choudhury,Bangalore
597,Taylor Nair,Chennai
310,Reese Reddy,Mumbai
540,Riley Reddy,Bangalore
456,Emerson Iyer,Bangalore
517,Harper Patel,Bangalore
146,Reese Iyer,Chennai
160,Hayden Choudhury,Hyderabad
523,Alex Joshi,Hyderabad
337,Parker Patel,Delhi
366,Skyler Sinha,Bangalore
421,Logan Mishra,Mumbai
205,Quinn Gupta,Delhi
575,Drew Nair,Bangalore
163,Alex Joshi,Hyderabad
510,Avery Verma,Delhi
260,Harper Patel,Hyderabad
309,Taylor Mehra,Mumbai
337,Morgan Joshi,Delhi
356,Robin Iyer,Hyderabad
462,Quinn Bose,Bangalore
342,Avery Nair,Hyderabad
175,Hayden Mehra,Hyderabad
361,Sage Banerjee,Delhi
543,Taylor Iyer,Bangalore
275,Finley Iyer,Mumbai
245,Sage Iyer,Hyderabad
397,Jamie Nair,Delhi
329,Harper Nair,Chennai
271,Harper Mishra,Hyderabad
294,Logan Banerjee,Chennai
546,Cameron Verma,Delhi
393,Hayden Mehra,Bangalore
123,Reese Verma,Bangalore
462,Hayden Bose,Delhi
354,Jordan Kapoor,Hyderabad
595,Phoenix Reddy,Mumbai
548,Logan Sharma,Hyderabad
567,Logan Patel,Delhi
310,Adrian Kapoor,Mumbai
341,Quinn Reddy,Hyderabad
455,Hayden Joshi,Mumbai
537,Reese Choudhury,Hyderabad
295,Reese Joshi,Bangalore
547,Harper Patel,Hyderabad
136,Avery Joshi,Chennai
217,Sage Sharma,Bangalore
151,Adrian Verma,Mumbai
328,Riley Verma,Chennai
563,Alex Patel,Chennai
508,Jordan Iyer,Chennai
292,Parker Kapoor,Delhi
372,Parker Sinha,Delhi
188,Riley Sharma,Hyderabad
546,Hayden Sinha,Delhi
355,Phoenix Kapoor,Delhi
337,Adrian Iyer,Bangalore
231,Jamie Patel,Bangalore
562,Drew Joshi,Hyderabad
181,Taylor Nair,Chennai
401,Drew Joshi,Bangalore
454,Quinn Nair,Chennai
202,Hayden Choudhury,Bangalore
155,Avery Bose,Hyderabad
284,Phoenix Iyer,Chennai
112,Jamie Bose,Chennai
105,Phoenix Choudhury,Mumbai
567,Sawyer Verma,Bangalore
527,Drew Mishra,Delhi
411,Skyler Mehra,Delhi
418,Quinn Joshi,Delhi
422,Morgan Banerjee,Mumbai
259,Logan Patel,Hyderabad
287,Sage Kapoor,Mumbai
566,Drew Reddy,Bangalore
190,Cameron Kapoor,Hyderabad
549,Skyler Gupta,Hyderabad
568,Quinn Choudhury,Delhi
232,Emerson Mishra,Chennai
483,Reese Mishra,Mumbai
340,Taylor Kapoor,Delhi
541,Jamie Verma,Bangalore
596,Harper Reddy,Mumbai
505,Hayden Patel,Chennai
375,Morgan Nair,Chennai
445,Sage Joshi,Chennai
400,Hayden Choudhury,Chennai
156,Jamie Mehra,Bangalore
113,Sawyer Banerjee,Hyderabad
268,Sawyer Mehra,Mumbai
426,Logan Banerjee,Chennai
433,Parker Sharma,Delhi
124,Jordan Iyer,Bangalore
160,Morgan Mehra,Hyderabad
170,Hayden Nair,Chennai
444,Sage Verma,Hyderabad
315,Phoenix Verma,Delhi
554,Parker Joshi,Mumbai
527,Emerson Sinha,Bangalore
581,Quinn Patel,Chennai
212,Logan Nair,Delhi
538,Skyler Sharma,Chennai
379,Adrian Reddy,Mumbai
304,Quinn Mehra,Mumbai
586,Logan Sharma,Delhi
429,Adrian Sinha,Mumbai
126,Reese Mehra,Delhi
503,Phoenix Mehra,Mumbai
525,Harper Mehra,Hyderabad
211,Avery Reddy,Delhi
504,Sawyer Patel,Chennai
540,Casey Kapoor,Hyderabad
229,Riley Sharma,Mumbai
168,Alex Reddy,Delhi
402,Reese Patel,Delhi
236,Jordan Kapoor,Bangalore
370,Morgan Verma,Mumbai
344,Logan Mishra,Chennai
363,Phoenix Sharma,Bangalore
358,Avery Sinha,Mumbai
473,Jamie Gupta,Chennai
335,Adrian Patel,Mumbai
346,Hayden Bose,Mumbai
352,Robin Banerjee,Bangalore
138,Taylor Reddy,Hyderabad
176,Taylor Kapoor,Chennai
420,Adrian Sinha,Hyderabad
465,Reese Bose,Hyderabad
372,Drew Nair,Hyderabad
410,Parker Sharma,Mumbai
537,Adrian Joshi,Hyderabad
470,Cameron Bose,Bangalore
555,Avery Bose,Chennai
524,Logan Bose,Bangalore
474,Morgan Reddy,Bangalore
261,Jamie Iyer,Chennai
589,Casey Joshi,Bangalore
135,Taylor Choudhury,Mumbai
148,Parker Sharma,Chennai
516,Casey Gupta,Mumbai
401,Harper Gupta,Chennai
444,Morgan Bose,Chennai
548,Jamie Mishra,Bangalore
545,Sage Patel,Chennai
408,Drew Reddy,Mumbai
396,Finley Mehra,Delhi
437,Emerson Mehra,Mumbai
280,Harper Reddy,Mumbai
491,Quinn Sinha,Delhi
514,Parker Choudhury,Hyderabad
599,Sawyer Sinha,Hyderabad
114,Sawyer Banerjee,Chennai
115,Riley Iyer,Chennai
572,Reese Reddy,Mumbai
193,Casey Sinha,Bangalore
136,Casey Verma,Mumbai
147,Sage Gupta,Delhi
293,Parker Nair,Chennai
181,Skyler Iyer,Chennai
498,Phoenix Sinha,Mumbai
553,Jordan Kapoor,Delhi
487,Sawyer Patel,Mumbai
240,Logan Joshi,Bangalore
349,Sawyer Nair,Bangalore
240,Cameron Mishra,Hyderabad
159,Skyler Bose,Mumbai
246,Jamie Joshi,Hyderabad
350,Finley Joshi,Chennai
124,Avery Bose,Hyderabad
129,Alex Mehra,Chennai
585,Cameron Mishra,Delhi
492,Quinn Iyer,Chennai
162,Alex Nair,Bangalore
190,Casey Bose,Hyderabad
461,Avery Gupta,Hyderabad
527,Jamie Mishra,Chennai
137,Hayden Choudhury,Mumbai
324,Alex Nair,Mumbai
542,Reese Sinha,Bangalore
394,Hayden Verma,Bangalore
249,Morgan Bose,Mumbai
595,Reese Kapoor,Hyderabad
336,Robin Banerjee,Chennai
146,Parker Choudhury,Mumbai
225,Parker Sinha,Bangalore
369,Taylor Bose,Chennai
482,Reese Mehra,Chennai
499,Riley Sharma,Hyderabad
425,Morgan Gupta,Hyderabad
200,Skyler Reddy,Delhi
221,Morgan Kapoor,Chennai
202,Riley Sinha,Delhi
490,Adrian Sharma,Delhi
588,Adrian Nair,Bangalore
487,Phoenix Mishra,Hyderabad
330,Jamie Banerjee,Hyderabad
430,Adrian Sinha,Chennai
543,Adrian Reddy,Delhi
326,Taylor Nair,Bangalore
424,Drew Mishra,Chennai
403,Jordan Reddy,Hyderabad
138,Drew Nair,Bangalore
120,Jordan Reddy,Chennai
140,Adrian Choudhury,Mumbai
415,Sawyer Gupta,Bangalore
337,Phoenix Gupta,Mumbai
331,Phoenix Joshi,Delhi
